,GOLD,WHEAT,NIKKEI,COPPER
0,0.25513226948653145,0.0605061463486887,0.3083956395909716,0.3759659445738082
1,0.5437831176095035,0.2873668340356995,0.024971108517014846,0.14387893983778213
2,0.22711146231469234,0.2454992402113347,0.22453190750164545,0.3028573899723275
3,0.1116693749482938,0.3647347441026439,0.3630420090638467,0.1605538718852156
4,0.1895562642924341,0.3924781776792836,0.16959576354960382,0.24836979447867852
5,0.008141140088546458,0.25459283542062794,0.7114840723068142,0.0257819521840114
6,0.675366279986248,0.2960061664729778,0.02481302059413694,0.003814532946637398
7,0.19059779404534596,0.25015921135818364,0.2874826089339374,0.27176038566253286
8,0.5198385880719962,0.24359955879450276,0.09384767226048507,0.1427141808730158
9,0.3030390785355603,0.19705866609157696,0.4644270898843575,0.03547516548850533
10,0.26367045311634374,0.32514070611522405,0.2601569567220578,0.15103188404637433
11,0.00971946727030975,0.39462615586689187,0.22426285275585817,0.37139152410694015
12,0.2874890864997036,0.08955050386655067,0.5076588680016135,0.1153015416321323
13,0.3105883450361624,0.332533829345083,0.11849544537804439,0.2383823802407102
14,0.13286450592053234,0.27633419446056257,0.4397670986153342,0.15103420100357084
15,0.5340308180604952,0.13215102941418827,0.09014846461047869,0.2436696879148378
16,0.2891932697450145,0.2790101980408955,0.17068984299646084,0.2611066892176292
17,0.14540303751977307,0.2228623796225902,0.23073053764629886,0.40100404521133787
18,0.2152954360319205,0.28781827316894404,0.268058965361442,0.22882732543769344
19,0.04595504683543463,0.12771198799736622,0.37203628889351814,0.454296676273681
20,0.4053641036288358,0.349731833911508,0.050240272419514724,0.1946637900401415
21,0.09783464287934378,0.0545114532729073,0.4702904331968472,0.3773634706509017
22,0.1135871126341127,0.3638862240189757,0.39397641896695307,0.1285502443799584
23,0.18327805341888478,0.33486165122072575,0.30611734599130525,0.17574294936908433
24,0.4080506876891243,0.175160080428904,0.22147661090991114,0.19531262097206054
25,0.1829238410426289,0.49677501053430645,0.013509046171142108,0.30679210225192255
26,0.3817411098761357,0.30605933813028124,0.22966526493160883,0.08253428706197433
27,0.28568043385393466,0.1571230596548019,0.22325233043817036,0.3339441760530931
28,0.20090596735990524,0.2939878831775688,0.22363763553284396,0.28146851392968214
29,0.22767842445903183,0.3005114504221653,0.29263999918463823,0.17917012593416454
30,0.3252615973448793,0.32540559111721806,0.03866160857453839,0.31067120296336437
31,0.4042055174237096,0.1501281323819948,0.3027814945492007,0.1428848556450949
32,0.02775304718324773,0.08890532851068107,0.48510282089620493,0.39823880340986634
33,0.42818153255681485,0.22192738486659264,0.2305955080445406,0.11929557453205186
34,0.26822847549441453,0.23526854785726276,0.22771817112012951,0.2687848055281931
35,0.03846173377154542,0.46935207229811343,0.11924494340921844,0.37294125052112265
36,0.14969589165278546,0.15292271818128925,0.37189902096688954,0.32548236919903567
37,0.05296209074010069,0.25769152569682585,0.3664189357330514,0.32292744783002203
38,0.43879178377816636,0.1510065155344457,0.23581531108201265,0.1743863896053753
39,0.23343828603318464,0.3236984912855837,0.3459381461373902,0.09692507654384161
40,0.0560076687393568,0.42576719579595806,0.36430641911754635,0.15391871634713875
41,0.36041344063331165,0.32545076747008655,0.17907706424149608,0.13505872765510574
42,0.2785329085001328,0.14666382750424709,0.19718008917007168,0.37762317482554836
43,0.19624419548445532,0.20110950846465042,0.3130195818094931,0.28962671424140124
44,0.21301212092377922,0.4692610475482058,0.31668491808924426,0.0010419134387706231
45,0.3308650732499113,0.05529750518760002,0.40092734798610524,0.21291007357638345
46,0.4880264757464976,0.06997756074339863,0.3118042242908663,0.13019173921923738
47,0.3913017383295397,0.26942316252122217,0.028112587582835177,0.3111625115664029
48,0.3607514373611679,0.1540024903378255,0.13801435652887054,0.3472317157721361
49,0.2514754374061846,0.23945621191401756,0.33127117200989514,0.1777971786699027
50,0.38660194310007184,0.5121493069096859,0.07854634893638836,0.022702401053853936
51,0.5625544786177356,0.38757588047220737,0.047380083091671084,0.0024895578183859847
52,0.42349081705316,0.031115676820700062,0.10363517672887436,0.4417583293972656
53,0.3402183965662597,0.17612550833576396,0.18582238486529062,0.29783371023268573
54,0.3627316794427817,0.24479357993786002,0.205362272346318,0.18711246827304037
55,0.2747220158863386,0.41524103510199717,0.08225187755235357,0.22778507145931068
56,0.023516594182725413,0.2781580667174266,0.6009731348350269,0.09735220426482095
57,0.22004151516531195,0.26861641646070794,0.2682923071781939,0.24304976119578625
58,0.022393736223184697,0.543799306382861,0.1071894070730046,0.3266175503209498
59,0.27925865184833054,0.1460177099646367,0.240938748789235,0.33378488939779777
60,0.24773620502760543,0.29171759640478434,0.16111532677628176,0.29943087179132843
61,0.24206806863732333,0.30460084875996796,0.32960342447962715,0.12372765812308158
62,0.3865771269330468,0.076702207845208,0.12138476886452088,0.41533589635722423
63,0.13023934617666957,0.038028963024329794,0.5945550902276745,0.237176600571326
64,0.4980302699152712,0.34596229082460583,0.0879491618222807,0.06805827743784237
65,0.30731645676192637,0.1355648125575022,0.28146798013762886,0.2756507505429426
66,0.4679796556432335,0.09591381592786026,0.022586969716917652,0.41351955871198853
67,0.14347325449714318,0.33819837460856544,0.25708378605036053,0.2612445848439308
68,0.5835193377678012,0.03695148812615412,0.3465710085936402,0.032958165512404526
69,0.28962898319691505,0.017624697337924093,0.4525896616919961,0.24015665777316478
70,0.44829061174527457,0.05249092143308508,0.421310402307479,0.07790806451416132
71,0.20702467242982536,0.5038848031089369,0.10601821005269443,0.18307231440854335
72,0.07544676383194494,0.3091692392745816,0.027993087937479334,0.5873909089559942
73,0.04019099306205952,0.33091236446484035,0.30090160875769223,0.32799503371540795
74,0.11685959585173827,0.10594606155798889,0.3361326277577753,0.4410617148324977
75,0.227453905030147,0.2394877739981776,0.24540258860264774,0.2876557323690276
76,0.11224358437917233,0.15758682917788785,0.4710062384960506,0.25916334794688917
77,0.07984849563816715,0.11405283128424581,0.4623462998649874,0.3437523732125996
78,0.24910615883625806,0.2694653840170768,0.2316836985814807,0.2497447585651844
79,0.35605210515195573,0.056938458956680704,0.2802063186342637,0.30680311725709997
80,0.16605997730833275,0.2646321441853878,0.24767005858775878,0.32163781991852064
81,0.2979045843019108,0.12107892454027437,0.427418171579137,0.1535983195786779
82,0.1415145953632897,0.4715551786719001,0.15944900823856342,0.2274812177262468
83,0.28321189153455173,0.6115295994240255,0.028918884507177167,0.07633962453424556
84,0.19432355593058406,0.22046858768467748,0.31190443970565057,0.2733034166790878
85,0.07943430899212624,0.3775362414408576,0.22625388931748636,0.3167755602495298
86,0.23954975804265502,0.21598080294980593,0.4861035888807039,0.05836585012683528
87,0.0016411236753983661,0.2595566221119887,0.3741158269816027,0.36468642723101036
88,0.12851682796375435,0.2764238106085677,0.3431712816889288,0.2518880797387492
89,0.26448226902512234,0.23145096397098386,0.3461987272404964,0.15786803976339728
90,0.23576258986667756,0.2431353731061417,0.34441380537624927,0.17668823165093128
91,0.26147605266600543,0.07418225777504955,0.4018906065492841,0.26245108300966097
92,0.13558642286663625,0.3868534818220344,0.42850335073215545,0.0490567445791738
93,0.011780609400867632,0.20415964025997363,0.42114693683303656,0.3629128135061221
94,0.22614728337633302,0.21671073987097936,0.2165647235628719,0.34057725318981574
95,0.20964284406989447,0.09690172778533551,0.2528214328350276,0.4406339953097425
96,0.05692627689974116,0.40866021239555994,0.3014280394378491,0.2329854712668497
97,0.36029044165128316,0.04948608796607917,0.22704123879189067,0.36318223159074714
98,0.3385219062315671,0.29784356676306295,0.26782607887501986,0.09580844813035005
99,0.12013865261701134,0.407637639061677,0.20577664550125285,0.26644706282005887
100,0.07284055839980508,0.023927251749872366,0.3935263708336531,0.5097058190166694
101,0.012056120207532963,0.43762848431056384,0.30094409618249995,0.24937129929940324
102,0.003796381528335417,0.3756880832691599,0.19871824212249412,0.4217972930800104
103,0.032834007983935036,0.4585966757611154,0.2030038656825504,0.3055654505723992
104,0.2721056992725632,0.2935659812403954,0.25121424578098017,0.18311407370606117
105,0.19603892468254688,0.24436749141100286,0.2552558467569503,0.30433773714949997
106,0.17862456376186306,0.06319102131860277,0.1174274512107511,0.640756963708783
107,0.31316194367419015,0.16772495454942074,0.3011438388836814,0.21796926289270763
108,0.3548160746713341,0.2906304439781723,0.04223542942831275,0.3123180519221809
109,0.3319600530699616,0.002797973094327862,0.3290546742516173,0.3361872995840932
110,0.32704612039423336,0.06890536803188924,0.0306062799397055,0.5734422316341719
111,0.1528032051678757,0.44943720519507263,0.1338726312566753,0.2638869583803763
112,0.3182201346768505,0.32235376888233636,0.10963482018482801,0.2497912762559853
113,0.37012559060873995,0.13074319935418696,0.1562283164954546,0.34290289354161846
114,0.23776297415066724,0.23709551656341218,0.15799184778646105,0.36714966149945955
115,0.04372025851798235,0.6805303419034692,0.2517817257931338,0.023967673785414735
116,0.3231109478075535,0.07171175994322043,0.27555622762004356,0.32962106462918256
117,0.11371111164365634,0.2110056680864608,0.26863052398730397,0.40665269628257883
118,0.5215712696024677,0.06035493262969156,0.0642413154699527,0.3538324822978881
119,0.08826553647964497,0.22207065894761324,0.6344320469146583,0.05523175765808351
120,0.09313829534710305,0.2687049445068497,0.19944157464057788,0.43871518550546945
121,0.25415569836844915,0.06312174458081711,0.29698871518656744,0.38573384186416637
122,0.3570839746176525,0.2579752717002725,0.17170274899229176,0.2132380046897831
123,0.45019200561240286,0.34682480655347514,0.1111837418020033,0.09179944603211876
124,0.2921326776743462,0.11878509162846684,0.20573585878997627,0.38334637190721055
125,0.24976284758054737,0.270928117279787,0.40139401179101786,0.07791502334864775
126,0.191910385435039,0.18791035062445996,0.35158606713903556,0.26859319680146554
